# field rbandarea 4bandarea 9bandarea NIRonly AWonly uonly gonly ronly ionly 9noAWr
KIDS_210p0_1p5 3083.37137473 2784.21775252 2784.1135539 3559.134742 2953.57620972 3466.24478024 3265.98632391 3034.30219397 3241.69818598 2965.1828499
KIDS_210p0_m1p5 3219.79838581 3026.64131177 3026.3807198 3559.0788836 3141.85730725 3545.70679487 3370.66048711 3180.79128605 3230.9241171 3089.53970167
KIDS_210p6_2p5 3037.40466947 2713.54863362 2713.34448523 3566.95589748 2889.32897495 3547.20027878 3298.4723276 2911.44298591 3176.21543872 2939.0095832
KIDS_210p6_m2p5 3004.61320647 2816.28058844 2816.01634552 3566.89782561 3011.64804462 3455.55344946 3248.03890942 3037.59030865 3165.53671456 2930.08094049
KIDS_211p0_0p5 3218.86503787 2874.71112051 2874.39344892 3579.96773705 2993.70893701 3529.96453413 3373.12636005 3018.13149892 3292.00571604 3128.6289162
KIDS_211p0_1p5 3316.78247186 3105.55793419 3105.37710359 3559.1817465 3218.60034971 3528.96260669 3422.37980611 3253.2753259 3338.03640849 3198.57715516
KIDS_211p0_m0p5 3093.36319704 2766.3674001 2766.16166157 3580.01061992 2960.6566785 3442.70459277 3312.98939266 2989.87011269 3176.9218293 2936.98615052
KIDS_211p0_m1p5 3219.69558651 2835.25812036 2834.95851275 3559.07884543 2971.15200239 3539.08740277 3368.90519002 2985.64779776 3290.46426082 3099.80846257
KIDS_211p6_2p5 2999.59229833 2690.04119029 2689.83462489 3566.95368401 2887.40970272 3519.90322912 3236.04428807 2923.40888299 3174.7333402 2888.66315198
KIDS_211p6_m2p5 3096.08555302 2806.92636095 2806.67649288 3566.89545948 2947.80124499 3479.17528103 3315.19005587 2977.53737693 3162.86735473 2978.40195453
KIDS_212p0_0p5 3216.24501051 2796.92677876 2796.61535324 3579.96773705 2921.04247643 3476.7991937 3345.74211989 3007.75930266 3149.45125096 2976.46639929
KIDS_212p0_1p5 2989.27976408 2587.48511756 2587.28991211 3559.1817465 2787.87077228 3489.86776943 3285.21988092 2818.52470696 3159.99430446 2857.98869815
KIDS_212p0_m0p5 3154.8151457 2945.14982192 2944.86537787 3580.01061992 3098.54749513 3537.4454635 3350.80199279 3130.21325428 3267.69050759 3052.89288962
KIDS_212p0_m1p5 3087.05655346 2718.13725296 2717.82180756 3559.07884543 2944.0912092 3516.30153904 3309.0410523 2982.06151295 3207.85209196 2940.5169204
KIDS_212p6_2p5 2865.21205045 2548.91715057 2548.71544463 3566.95348047 2786.1330812 3390.24636803 3204.07136496 2929.69804776 3107.70057641 2669.61488916
KIDS_212p6_m2p5 2995.19556424 2690.82945395 2690.56460042 3566.89425097 2855.10512753 3288.08903853 3263.33103363 3037.05352864 3257.86913545 2795.16920458
KIDS_213p0_0p5 3118.68420016 2842.89474341 2842.62167203 3579.89245352 2984.60185527 3497.60446945 3285.87293189 3009.94022271 3214.92178596 3018.47360777
KIDS_213p0_1p5 3014.78122889 2708.8282363 2708.65982151 3559.1817465 2926.65992836 3480.72569191 3284.55526646 2975.37145508 3191.71003214 2878.41784881
KIDS_213p0_m0p5 3148.26362073 2797.59084621 2797.35670144 3580.01061992 2940.14118966 3508.39494857 3311.76136018 2997.02123452 3255.5358801 3003.8651924
KIDS_213p0_m1p5 3151.75230918 2813.25403252 2813.0391984 3559.07884543 2993.09016943 3543.53568281 3360.3926803 3010.2497019 3355.09443921 3068.51145027
KIDS_213p6_2p5 3024.13861121 2762.49303301 2762.33543116 3566.95364584 2940.3575376 3490.99887976 3268.56926923 2960.54136162 3080.91634018 2869.51140444
KIDS_213p6_m2p5 3195.0556208 2874.89798092 2874.65364653 3566.89380573 3003.30828759 3551.73951476 3399.72154784 3044.0153985 3254.86171208 3054.65835089
KIDS_214p0_0p5 3182.29848332 2873.028003 2872.70073969 3579.96773705 3003.17951178 3532.79704222 3356.23184649 3061.33451731 3241.33520179 3061.32016789
KIDS_214p0_1p5 3112.99398347 2791.51567598 2791.36719517 3559.1817465 2925.0601214 3419.55634274 3261.97450521 2952.59314768 3153.47235608 2961.15467184
KIDS_214p0_m0p5 3099.05506747 2794.20386305 2793.93202563 3580.01061992 2979.30785031 3536.31183438 3390.91982366 3006.63020227 3220.18412807 2990.42566907
KIDS_214p0_m1p5 2959.22159721 2590.24194776 2590.05665205 3559.07884543 2775.94572269 3445.58537747 3202.18577824 2812.2574225 3046.16365073 2809.28493131
KIDS_214p6_2p5 3071.72400156 2850.06077438 2849.85357292 3566.95377305 3115.5300515 3547.4704243 3432.15918586 3142.09028168 3301.48167185 2942.85904236
KIDS_214p6_m2p5 2878.25007007 2542.83045501 2542.63317601 3566.89267356 2738.74789571 3482.14756868 3257.16199431 2777.82052191 3006.74170281 2759.63867005
KIDS_215p0_0p5 3093.95700579 2765.5491019 2765.22943309 3579.96773705 2930.68370491 3504.18923469 3323.52990194 3053.15762867 3122.92216206 2882.21976918
KIDS_215p0_1p5 3120.01411602 2764.61364226 2764.41338653 3559.1817465 2920.59767005 3481.61483398 3314.36079207 3016.00821824 3116.56766166 2887.3943229
KIDS_215p0_m0p5 3114.99913592 2735.5030328 2735.21221548 3580.01061992 2895.71194519 3552.31139232 3448.86685173 2919.45280819 3184.68576523 2986.10984124
KIDS_215p0_m1p5 3166.4023989 2826.05865792 2825.78866505 3559.07884543 2939.4992951 3509.71464938 3342.77269448 2964.04316553 3200.95485807 3034.59134483
KIDS_215p6_2p5 2935.56763212 2715.81830886 2715.61269754 3566.95643177 3040.16471811 3518.24356933 3332.73704795 3076.62645071 3210.08107236 2826.39293056
KIDS_215p6_m2p5 3034.93545089 2613.22233 2613.01960637 3566.89515417 2761.06947705 3543.1061036 3205.98483636 2794.01734612 3118.24712822 2905.13350552
KIDS_216p0_0p5 3007.57569887 2765.99716488 2765.75342839 3579.96773705 2956.05846744 3518.89667118 3251.92150707 2985.16218206 3170.20453553 2915.92533308
KIDS_216p0_1p5 2830.74866451 2595.71380657 2595.52674263 3559.1817465 2913.55788338 3501.61471074 3211.03145387 2942.65000906 3150.97764438 2769.00767948
KIDS_216p0_m0p5 3004.15634048 2665.73045967 2665.50342599 3580.01061992 2845.12092516 3526.52260849 3338.05236076 2916.71775654 3105.97341841 2818.4468156
KIDS_216p0_m1p5 3159.10560763 2864.41074765 2864.18904412 3559.07884543 3018.21592894 3513.6270526 3337.94924343 3042.99101829 3289.29807839 3083.50597681
KIDS_216p6_2p5 2974.49840521 2798.17877781 2798.01587126 3566.95635544 3002.1728012 3553.83148879 3324.87995532 3021.2221438 3221.94340688 2926.12006984
KIDS_216p6_m2p5 3098.21917597 2760.32399448 2760.06695171 3566.89537043 2927.31656668 3488.54533358 3315.43311814 2981.6280538 3207.82878689 2976.13081637
KIDS_217p0_0p5 2904.7609805 2552.29231582 2552.0473581 3579.96773705 2702.12732732 3433.7048136 3164.82715641 2764.12821737 3005.14910872 2753.28175264
KIDS_217p0_1p5 2819.91864817 2496.33369921 2496.12703203 3559.1817465 2716.19613859 3441.9638679 3224.61382256 2757.61901554 3074.27268892 2711.5430741
KIDS_217p0_m0p5 3225.6845585 2905.15515686 2904.83347811 3580.01061992 3044.15464378 3523.54304436 3372.46614709 3070.34265424 3322.59267407 3119.3753127
KIDS_217p0_m1p5 2941.70806166 2588.61549007 2588.2895752 3559.07884543 2769.04507954 3474.5249643 3227.38981074 2786.15403287 3198.83418521 2891.05678172
KIDS_217p6_2p5 3291.4010689 3009.74846467 3009.51008377 3566.95598653 3121.22867684 3536.44601667 3412.07102459 3146.35283349 3373.10977172 3189.38719538
KIDS_217p6_m2p5 3126.09882709 2782.47557089 2780.78300159 3563.94311853 2940.16046214 3512.88627685 3392.84873848 2960.71803242 3278.56442447 3058.70315544
KIDS_218p0_0p5 3233.97385088 2965.17956785 2964.87110634 3579.96773705 3164.17392735 3546.7630033 3408.76843328 3188.1200582 3346.45169075 3114.38041923
KIDS_218p0_1p5 3082.78419368 2833.99282775 2833.78401071 3559.1817465 3086.80592213 3515.73494074 3376.59372791 3111.93959416 3279.89012965 2990.70725087
KIDS_218p0_m0p5 3042.31679939 2726.77126201 2726.50790957 3580.01061992 2882.15341586 3449.65179519 3258.69996395 2909.6793692 3101.07269933 2887.25328394
KIDS_218p0_m1p5 3265.67349906 2966.21278923 2965.93611778 3559.07884543 3088.08667089 3506.36600765 3381.03634705 3113.44464156 3307.37657122 3150.14109138
KIDS_218p6_2p5 3018.13069749 2736.68579085 2736.43195379 3566.9560883 3064.31812675 3521.41157128 3372.33584475 3088.69008408 3293.47748501 2914.00069255
KIDS_218p6_m2p5 3018.41881794 2705.02313565 2704.76021572 3566.89646445 2885.00821133 3489.45088589 3283.50959112 2919.39781483 3064.11718408 2842.7082392
KIDS_219p0_0p5 3146.56092543 2861.34354779 2860.99090586 3579.91864628 3001.73067897 3481.92436406 3263.94083282 3031.84204553 3259.52435557 3062.08232783
KIDS_219p0_1p5 2995.3691438 2695.16678046 2694.95987158 3559.1817465 2853.51824522 3512.53265539 3186.81436334 2875.64762329 3126.96054245 2918.01564065
KIDS_219p0_m0p5 3075.62031257 2837.3840216 2837.14210423 3580.01061992 3012.65400466 3503.56830452 3303.14354511 3035.74990732 3174.19163712 2942.77741099
KIDS_219p0_m1p5 3308.62444863 3127.93238447 3127.60847953 3559.07884543 3234.34164365 3522.28187339 3418.66212494 3255.57961528 3378.27101916 3244.32827574
KIDS_219p6_2p5 2770.54357557 2564.74852269 2564.49511815 3566.95210659 2913.52817959 3517.67312926 3255.04866154 2957.13843891 3157.20279652 2664.15856283
KIDS_219p6_m2p5 3089.78992592 2809.05831743 2808.81020488 3566.89329689 2940.33527565 3523.00149393 3296.7065483 2963.86551522 3163.8393494 2991.40874383
KIDS_220p0_0p5 3004.85826595 2610.58819493 2610.29905679 3579.96773705 2796.86427994 3503.31062569 3314.51324186 2811.14358744 3174.21102409 2907.84044352
KIDS_220p0_1p5 3207.65570345 3010.37307124 3010.15508228 3559.1817465 3142.27228262 3547.97317534 3367.64684313 3171.71418797 3242.68835912 3077.34992575
KIDS_220p0_m0p5 2836.18093522 2554.01321503 2553.74300591 3580.01061992 2807.68813926 3492.93953617 3181.97965411 2841.01151009 3035.33135731 2691.53772727
KIDS_220p0_m1p5 3189.91884878 2867.84376851 2867.61184993 3559.07884543 2997.4701371 3545.77704085 3341.41373633 3023.57384476 3287.26763637 3102.77908376
KIDS_220p6_2p5 2865.43698514 2634.65003701 2634.44967951 3566.95309883 2895.56588139 3520.7445907 3339.87137791 2925.63860122 3107.32952704 2749.2133886
KIDS_220p6_m2p5 2907.47125143 2597.89498103 2597.61451869 3566.89483614 2808.88132861 3383.07944657 3281.63002148 2841.79687334 3104.79090207 2805.18639279
KIDS_220p6_m3p5 3171.93376708 2796.53158472 2781.59214059 3541.47546067 2950.00891753 3547.95715946 3316.75384936 2980.84554008 3079.35768602 2881.82463874
KIDS_221p0_0p5 3114.82882568 2700.77841884 2700.47972715 3579.96773705 2857.85900642 3483.62733923 3398.26569298 2893.27805313 3241.28258727 2982.27983266
KIDS_221p0_1p5 3025.19439985 2658.25092963 2658.13967079 3559.1817465 2868.55695218 3482.56519005 3234.49465317 2909.94241634 3065.65213881 2805.19316042
KIDS_221p0_m0p5 3025.19436168 2710.71822452 2710.44790091 3580.01061992 2867.50214307 3527.5068536 3175.73492418 2938.63448851 3116.24127611 2901.77338935
KIDS_221p0_m1p5 3085.05706191 2747.88167906 2747.61248763 3559.07884543 2885.89468197 3479.79333622 3304.87734353 2957.29078694 3180.93836754 2962.31366685
KIDS_221p6_2p5 2976.16434922 2644.54234207 2644.34011456 3566.95131788 2832.11549703 3406.7869421 3228.623555 2932.2408707 3131.61590945 2830.39041257
KIDS_221p6_m2p5 3206.68458653 2674.0194213 2673.83337504 3566.89337322 2792.03406126 3362.34746986 3396.14418053 2974.99844665 3213.35978614 2886.80015795
KIDS_221p6_m3p5 3069.68955239 2692.52164162 2673.31231833 3534.15131901 2871.11264888 3496.63939507 3301.04205568 2916.77885604 3131.77831988 2884.97985597
KIDS_222p0_0p5 2980.54289212 2565.02656802 2564.73856206 3579.96773705 2806.90238165 3508.93872519 3229.20792469 2833.49440189 3109.25867084 2801.34133513
KIDS_222p0_1p5 2968.86986047 2512.2908704 2512.13999802 3559.1817465 2705.27905897 3391.65267416 3201.28864731 2817.25814224 3020.81029782 2715.72108141
KIDS_222p0_m0p5 2971.90224265 2549.69055597 2549.4221278 3580.01061992 2764.34002388 3402.62763483 3145.67674459 2866.71395574 3119.3163249 2734.69558571
KIDS_222p0_m1p5 2858.67533285 2614.0476757 2613.74633802 3559.07884543 2784.83115179 3497.31577655 3129.30490333 2828.2435215 3009.4973245 2743.69008561
KIDS_222p6_2p5 3016.09168145 2687.33898455 2687.13103255 3566.95334054 2852.0427108 3472.09984981 3240.26293932 2902.99961543 3123.47063278 2888.49873162
KIDS_222p6_m2p5 3112.18055745 2636.0712014 2635.80268419 3566.89549764 2830.74151524 3389.72471341 3283.31540335 2986.09049243 3282.07602364 2912.64130187
KIDS_223p0_0p5 3094.46749127 2668.01807167 2667.7684453 3579.96773705 2821.55680928 3422.36216193 3241.89543953 2855.51540881 3186.64328984 2949.4028329
KIDS_223p0_1p5 3280.36731125 2862.63078432 2862.47774935 3559.1817465 2978.20906432 3519.13145201 3343.79246965 3011.09917955 3202.24181474 3050.72537763
KIDS_223p0_m0p5 2973.46383539 2588.59602677 2588.28932078 3580.01061992 2757.95290655 3405.43285613 3196.09835757 2787.30501358 3049.49121358 2791.59141747
KIDS_223p0_m1p5 2838.51980058 2494.11442501 2493.98128586 3559.07884543 2889.38129688 3480.05923289 3160.15121937 2918.84841548 3104.42055235 2648.06860868
KIDS_223p6_2p5 2838.74752119 2510.84146514 2510.64245607 3566.95649537 2730.30832884 3444.63064535 3134.47784147 2770.29609907 3007.77339766 2720.34476012
KIDS_223p6_m2p5 3052.96625227 2778.77714948 2778.50070701 3566.89841078 2960.93497825 3494.536977 3320.9982227 2992.46002919 3161.6376049 2936.84681619
KIDS_224p0_0p5 2977.43059592 2515.16795325 2514.90295979 3579.96773705 2659.46454909 3483.35990331 3240.23064042 2697.72507226 3026.04728675 2806.72508753
KIDS_224p0_1p5 3191.04373849 2671.39777836 2671.22164185 3559.1817465 2792.95772843 3513.12963171 3287.99072978 2822.49394811 3089.27598031 2929.03322976
KIDS_224p0_m0p5 3131.59106512 2758.12689319 2757.89573787 3580.01061992 2901.0465941 3486.18228539 3331.1762948 2949.86136536 3218.01716309 2981.48953362
KIDS_224p0_m1p5 2981.60093239 2593.15846606 2592.89175524 3559.07884543 2773.71962998 3446.98402549 3273.96407628 2804.50059768 3058.37946676 2807.0681759
KIDS_224p6_2p5 3153.75741074 2898.66398084 2898.47348219 3566.95397659 3055.32068827 3549.70150368 3405.92859784 3076.06504262 3247.34543075 3057.37243815
KIDS_224p6_m2p5 3141.15272305 2781.35032499 2781.06396005 3566.89581567 2934.31556946 3547.96087403 3275.6858278 2957.82321633 3292.32837431 3018.6843457
KIDS_225p0_0p5 3119.80353074 2862.45135304 2862.1891455 3579.96773705 3010.61631161 3509.36911855 3315.646642 3044.83225922 3192.96700514 2991.31744441
KIDS_225p0_1p5 2917.90615004 2696.95316795 2696.74507601 3559.134742 2949.14894496 3485.09040696 3333.12329905 2970.02127369 3176.51820116 2783.1052659
KIDS_225p0_m0p5 2831.1964349 2480.76482721 2480.53636878 3580.01061992 2671.10046054 3471.76905003 3139.35386887 2748.82821879 3005.00275234 2671.96792584
KIDS_225p0_m1p5 3047.82907317 2727.63699724 2727.37568017 3559.0788836 2884.05729554 3503.52286471 3257.14717422 2907.47944382 3122.33410325 2926.86151981
KIDS_225p6_2p5 2800.69190968 2555.33691027 875.651996958 1296.96979659 2797.67885086 3432.57694716 3078.25027512 2956.27827553 3119.35707062 918.704995277
KIDS_226p0_0p5 2956.70438187 2545.71640448 2545.4447197 3579.96773705 2707.91772276 3502.21968863 3220.80681374 2743.12089221 3050.27586444 2777.04316024
KIDS_226p0_1p5 3093.76160952 2737.18958502 2737.04738844 3559.134742 2954.13455201 3495.48884688 3328.34611468 2979.68875855 3150.73572701 2896.45892885
KIDS_226p0_m0p5 3026.050149 2604.85442116 2604.6374626 3580.01061992 2762.10277475 3529.74559109 3280.73192374 2793.63595448 3053.69958617 2845.56307283
KIDS_226p0_m1p5 3279.20470345 2840.47947505 2840.26236385 3559.0788836 2932.95331654 3500.30145954 3363.37377096 2964.71917811 3191.21121192 3062.30137265
KIDS_226p6_2p5 2826.28424138 2560.8976006 171.33999926 234.336901446 2871.50275448 3453.94358011 3290.03845979 2916.73682549 3122.20151111 178.403727056
KIDS_227p0_0p5 3093.76735947 2771.67472406 2771.39765826 3579.96773705 2940.5863395 3520.73128441 3307.67036528 2971.23537655 3186.04684781 2959.37900824
KIDS_227p0_1p5 3074.93871543 2753.82970179 2753.62734707 3559.134742 2962.66998518 3483.23867112 3297.03831488 2995.55459216 3254.98374571 2973.90586856
KIDS_227p0_m0p5 3204.46222111 2708.70991724 2708.50989049 3580.01061992 2852.6628777 3524.45033946 3331.92628064 2890.16084658 3165.9297969 2958.83659278
KIDS_227p0_m1p5 3083.0642235 2764.02985774 2763.76911312 3559.0788836 2898.97114479 3504.58170641 3203.38013794 2931.47345694 3080.59225715 2882.90843926
KIDS_227p6_2p5 3067.30054041 2777.02972675 203.415785268 233.843945662 2963.0088883 3484.98903243 3266.94966823 3005.37303844 3212.83687214 212.966083247
KIDS_228p0_0p5 3203.24455633 2749.86005357 2749.55979718 3579.96773705 2865.64003952 3557.1010561 3372.40151113 2908.7534504 3225.04260034 3018.5241233
KIDS_228p0_1p5 3148.96717451 2730.30681503 2730.1143955 3559.134742 2876.45414174 3549.81835981 3253.38410412 2896.88980561 3129.41548795 2920.84804696
KIDS_228p0_m0p5 3270.79272867 2807.94898564 2807.65379226 3580.01061992 2910.14480922 3563.56798568 3406.22320606 2943.1962663 3278.00852463 3126.28347402
KIDS_228p0_m1p5 2973.04422953 2547.12251979 2546.93719864 3559.0788836 2712.25233966 3491.67791996 3152.73164393 2758.77862116 2964.83126382 2742.97987869
KIDS_228p6_2p5 2784.71444831 2433.61756467 104.393408276 230.969750497 2661.29790293 3503.72187378 3136.4702728 2714.68214825 2959.07553341 119.862241448
KIDS_229p0_0p5 2917.11515134 2525.43628164 2525.18104526 3579.96773705 2713.81426315 3386.84335626 3113.76997126 2811.33599425 3059.69138225 2712.68651119
KIDS_229p0_1p5 3044.88388149 2754.63801393 2754.42246742 3559.134742 2953.68856257 3503.01366407 3318.90610874 2979.36083374 3114.27268414 2879.79587591
KIDS_229p0_m0p5 3065.15294968 2793.55133365 2793.34411947 3580.01061992 2947.86015645 3515.34936386 3239.94848617 2987.83006624 3138.52634786 2925.25195576
KIDS_229p0_m1p5 3037.08287624 2626.1659717 2625.97921306 3559.0788836 2812.37941796 3483.0471039 3306.15792692 2869.21833547 3098.36710977 2848.86856455
KIDS_230p0_0p5 2928.88079269 2467.10590287 2466.79002496 3579.96773705 2686.60372976 3450.96014876 3185.57204505 2726.73552841 3060.31204527 2750.1504511
KIDS_230p0_1p5 3112.56844958 2745.06995728 2744.91081617 3559.134742 2924.84556714 3498.97425327 3260.90345124 2969.63568409 3158.47353377 2924.40148586
KIDS_230p0_m0p5 2800.8279238 2506.44137267 2506.15093698 3580.01061992 2716.74041133 3391.11233223 3087.27391909 2760.71618634 2966.3688391 2696.06232125
KIDS_230p0_m1p5 3105.00003714 2839.67793055 2839.41821634 3559.0788836 3009.9939694 3518.89714187 3358.59953789 3043.85053289 3247.65185688 3001.91318876
KIDS_230p6_2p5 2898.62132695 2458.96523124 157.210788156 234.19385255 2656.45888124 3428.8580702 3219.22582131 2707.71919709 3052.74629153 172.154430248
KIDS_231p0_0p5 3237.78041445 2813.46054704 2813.18054266 3579.96773705 2942.54423302 3534.17486578 3361.42787345 2973.69313342 3284.07783044 3103.95732581
KIDS_231p0_1p5 3202.44873633 2779.82084034 2779.6295021 3559.134742 2909.14463729 3519.48925871 3260.85039149 2937.38864648 3209.74360672 3029.78374428
KIDS_231p0_m0p5 3224.12779978 2830.37920527 2830.14974187 3580.01061992 3003.98839636 3531.77656739 3392.78989062 3039.32390354 3276.93370522 3056.11316262
KIDS_231p0_m1p5 2988.72149811 2537.65857272 2537.39083149 3559.0788836 2741.61933039 3496.19438515 3294.76949196 2777.99009432 3092.1832122 2809.94029752
KIDS_231p6_2p5 2967.94905555 2704.23624587 169.454170838 230.893932674 2854.95237242 3501.84707456 3297.10357418 2903.36061513 3160.6098536 197.734969482
KIDS_232p0_0p5 3073.68281099 2692.83356327 2692.51919917 3579.96773705 2837.83830521 3493.62493693 3291.78729456 2869.19878313 3104.59943662 2908.40741073
KIDS_232p0_1p5 2879.4281213 2426.94857295 2426.79076757 3559.134742 2580.92087148 3385.67952723 3090.70648199 2696.06010778 2958.01894335 2645.24216856
KIDS_232p0_m0p5 3063.54585353 2538.87066564 2538.60503612 3580.01061992 2716.2644764 3536.10403503 3371.54765742 2744.01851926 3136.30258311 2884.04439633
KIDS_232p0_m1p5 3140.14163641 2854.73234808 2854.46858856 3559.0788836 3011.29706916 3533.01322478 3359.18523058 3036.0484718 3220.63250908 3024.82458442
KIDS_232p6_2p5 3030.3214911 2786.06843251 128.211221281 232.611804265 2949.07457734 3526.34399137 3468.91443266 2988.75902539 3092.65282474 167.95634903
KIDS_233p0_0p5 2964.49638057 2578.51962179 2578.20588102 3579.96773705 2750.26651852 3475.08488402 3278.30744531 2781.64798627 3049.74830723 2809.64649074
KIDS_233p0_1p5 3210.33032982 2792.05220157 2791.91448282 3559.134742 2901.29896822 3538.20950616 3333.07240188 2931.29809642 3195.3234638 3034.00650446
KIDS_233p0_m0p5 3078.49284127 2650.0433195 2649.77620161 3580.01061992 2789.8719303 3559.70932915 3223.78071698 2816.58090843 3011.96183627 2830.31861462
KIDS_233p0_m1p5 2955.70021551 2456.36253003 2456.10384623 3559.0788836 2678.13433189 3477.91657795 3211.08704512 2708.23814211 3020.59980159 2740.75744966
KIDS_233p6_2p5 3028.91304782 2817.9031153 163.956195584 234.333555794 2980.19616551 3519.03211286 3466.84234172 3008.86353329 3130.2070591 167.922765297
KIDS_234p0_0p5 3133.06852043 2538.5168661 2538.27681873 3579.96773705 2666.86655668 3474.51521993 3278.18941883 2725.59814657 3107.37501773 2893.46546054
KIDS_234p0_1p5 2966.43488711 2568.18527084 2568.07312152 3559.134742 2734.513483 3414.40548845 3150.12530448 2791.28609808 2960.7061509 2716.87456817
KIDS_234p0_m0p5 3034.99363725 2573.09904178 2572.82907436 3580.01061992 2732.78147825 3369.97170254 3230.22401074 2826.49193897 3042.92233701 2793.5290717
KIDS_234p0_m1p5 3132.62857352 2805.61453451 2805.40555209 3559.0788836 2964.86213796 3549.77839008 3411.82088938 2989.75189541 3232.44855147 3028.95529463
KIDS_234p7_2p5 3044.93231076 2673.22304157 203.312731546 231.531794637 2825.06132279 3476.08425452 3282.88118094 2877.94891048 3075.83251343 206.161293671
KIDS_235p0_0p5 3180.84040226 2706.75040814 2706.4481927 3579.96773705 2821.36005185 3526.11658878 3343.57063891 2865.62624983 3192.24982705 2967.61222596
KIDS_235p0_1p5 3203.02680907 2809.35877736 2809.16701933 3559.134742 2917.5871809 3519.45497532 3387.43976012 2942.73864977 3188.21000918 3039.40638722
KIDS_235p0_m0p5 3008.1649153 2445.87678513 2445.64603689 3580.01061992 2593.10447766 3503.16588489 3280.03525208 2630.89501938 2951.37549563 2754.65017531
KIDS_235p0_m1p5 3022.551907 2737.89425826 2737.6607241 3559.0788836 2927.66478166 3485.08736662 3301.7405719 2959.21475325 3098.45791307 2859.30976012
KIDS_235p7_2p5 3076.05027341 2739.8087219 199.297999705 231.857060731 2869.35287395 3480.61127824 3308.11260199 2903.93094071 3113.68513417 206.929089065
KIDS_236p0_0p5 3001.91655985 2495.53251089 2171.47733877 3117.73483635 2626.14167438 3520.04448434 3102.54656728 2686.55364675 2972.13988573 2387.48299163
KIDS_236p0_1p5 3200.54891469 2882.15089708 2881.94401365 3559.134742 3015.79690786 3513.37233779 3411.81651332 3077.99818086 3180.80407077 3013.94973889
KIDS_236p0_m0p5 3220.52305664 2817.12719112 2816.85242783 3580.01061992 2922.21659683 3563.88074692 3380.13762598 2950.87941045 3164.99764475 3018.20087986
KIDS_236p0_m1p5 3100.16316531 2688.44554314 2688.26332594 3559.0788836 2833.24106096 3479.55985294 3259.33598135 2891.01509464 3156.06448604 2953.29034091
KIDS_236p7_2p5 3123.24396801 2669.57621699 182.828282218 235.111820662 2840.35833191 3522.59851457 3349.08017765 2873.15453989 3118.4529558 189.57786217
KIDS_237p0_0p5 3019.12578098 2644.44782421 437.848807431 546.895814479 2796.60058403 3529.71578552 3201.22572869 2833.28829444 3083.2991061 475.056429668
KIDS_237p0_1p5 3019.70370107 2554.35526027 2020.69011392 2863.54845984 2712.74141551 3474.32801606 3238.67778708 2791.12116887 2986.50616747 2204.69442472
KIDS_237p0_m0p5 3094.66030515 2551.50409032 893.132622997 1235.48117296 2685.65082948 3434.92286001 3245.06524788 2731.78850647 3021.30610313 975.983032832
KIDS_237p0_m1p5 2840.73327395 2361.99620698 1001.81261326 1455.40766314 2555.36761903 3430.59965394 3306.14109689 2606.39624529 2906.86112149 1065.51567706
KIDS_237p7_2p5 2837.51049489 2464.64558906 7.59477058666 33.167600827 2796.63812403 3455.22125036 3275.23818462 2852.41391283 3043.02355889 7.69195987696
KIDS_238p0_0p5 2860.62953725 2346.53925533 0.0 0.0 2511.46553742 3529.36629843 3136.18295378 2570.31954257 2941.43041068 0.0
KIDS_238p0_1p5 3171.46477787 2601.55184257 0.0 0.0 2711.95037864 3545.42035361 3304.152431 2745.39284452 3201.34037135 0.0
KIDS_238p0_m0p5 2903.95167612 2427.68956497 0.0 0.0 2610.41600197 3557.47075703 3194.54965132 2647.4832849 2961.20567078 0.0
KIDS_238p0_m1p5 3059.12675572 2680.30063537 0.0 0.0 2840.61648142 3445.85299149 3239.92305667 2883.65839965 3112.76688619 0.0
